sample_uid,class_uid,slug,label_original,language,dialect,source_type,user_id,session_id,fps_original,fps_processed,seq_len,augment_id,completeness,file_path,storage_key,storage_url,checksum,created_at,sample_id,class_idx,folder_name,file,label_slug,label_key
9521a8636a,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Minh,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_9521a8636a.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_9521a8636a.npz,https://drive.google.com/file/d/1mPFpN-zFH60s9fXnP0BSfsKVJU73pWc6/view,,2026-06-07T05:32:15.761752Z,9521a8636a,7,class_d_a447f40e,sample_9521a8636a.npz,d,vn/bang-chu-cai/d
767b77dce2,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/1iHmYY1PeSj7kkk9JlXosnUbEcjOHvF3T/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_767b77dce2.npz,,,,767b77dce2,7,class_d_a447f40e,sample_767b77dce2.npz,d,vn/bang-chu-cai/d
f1498a93f0,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/1Zufm-UXxZZ8wRGQeoCRAVr7Pxq0ZJhQE/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_f1498a93f0.npz,,,,f1498a93f0,7,class_d_a447f40e,sample_f1498a93f0.npz,d,vn/bang-chu-cai/d
383dd29943,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Minh,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_383dd29943.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_383dd29943.npz,https://drive.google.com/file/d/1hmuQScNMfdVhOrhLHA5ag_bAUe_IA5Pq/view,,2026-06-07T05:30:21.314313Z,383dd29943,7,class_d_a447f40e,sample_383dd29943.npz,d,vn/bang-chu-cai/d
509573b55e,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Hoàng Anh,1778773741460,,,60,0,None,https://drive.google.com/file/d/1xLuv3VZj_PtlrvZntjePC7Z3M4VEaSvX/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_509573b55e.npz,,,,509573b55e,7,class_d_a447f40e,sample_509573b55e.npz,d,vn/bang-chu-cai/d
662accb0c2,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Minh,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_662accb0c2.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_662accb0c2.npz,https://drive.google.com/file/d/1M1nb1uO0IMn6hGPpCL8wHQGUnY2_KkVm/view,,2026-06-07T05:30:32.144945Z,662accb0c2,7,class_d_a447f40e,sample_662accb0c2.npz,d,vn/bang-chu-cai/d
f7010b3f68,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Tran,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_f7010b3f68.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_f7010b3f68.npz,https://drive.google.com/file/d/1SI5HW4ZnRR6Wst96PbptP81QkKnSaTQ5/view,,2026-06-07T05:29:12.458131Z,f7010b3f68,7,class_d_a447f40e,sample_f7010b3f68.npz,d,vn/bang-chu-cai/d
fd8604afd1,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/1dQCUhKtWdfdCN9NV6l9laj1bL0QXKgcy/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_fd8604afd1.npz,,,,fd8604afd1,7,class_d_a447f40e,sample_fd8604afd1.npz,d,vn/bang-chu-cai/d
ad957852be,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Minh,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_ad957852be.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_ad957852be.npz,https://drive.google.com/file/d/1Jg0qAcxhK0Sw79xxAxDqfSN89f1FqoiL/view,,2026-06-07T05:30:54.604291Z,ad957852be,7,class_d_a447f40e,sample_ad957852be.npz,d,vn/bang-chu-cai/d
5e77e85578,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/12IGO5NWhNz9zN8CiF6jNAWtVmjz4Ulsd/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_5e77e85578.npz,,,,5e77e85578,7,class_d_a447f40e,sample_5e77e85578.npz,d,vn/bang-chu-cai/d
2c037ed07c,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Hoàng Anh,1778773741460,,,60,0,None,https://drive.google.com/file/d/1XHt3PV_uwXNFnHTV6nHcK3_1v5xm5cdk/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_2c037ed07c.npz,,,,2c037ed07c,7,class_d_a447f40e,sample_2c037ed07c.npz,d,vn/bang-chu-cai/d
a43542b17f,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Minh,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_a43542b17f.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_a43542b17f.npz,https://drive.google.com/file/d/17UuDXMHlMLSIoJF_Ni_k0YsOYLiakHw8/view,,2026-06-07T05:31:32.900252Z,a43542b17f,7,class_d_a447f40e,sample_a43542b17f.npz,d,vn/bang-chu-cai/d
ce799f62ba,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Trân,1778824957715,,,60,0,None,https://drive.google.com/file/d/1t91tQix0XYvQYFaHWvF6XSv7llBMEW6h/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_ce799f62ba.npz,https://drive.google.com/file/d/1ZAyF3jgjXa3gmdCPzRUK-ufPzQLfnei8/view,,2026-05-15T06:55:53.417619Z,ce799f62ba,7,class_d_a447f40e,sample_ce799f62ba.npz,d,vn/bang-chu-cai/d
d51477111c,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/178z26HU0i5cB8gg0SO3YyvHk9EsHE4FV/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_d51477111c.npz,,,,d51477111c,7,class_d_a447f40e,sample_d51477111c.npz,d,vn/bang-chu-cai/d
8f18019293,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Tran,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_8f18019293.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_8f18019293.npz,https://drive.google.com/file/d/11-LgDIQG4r1vw3WNHDO9xWdqAc2CAyPW/view,,2026-06-07T05:26:09.679201Z,8f18019293,7,class_d_a447f40e,sample_8f18019293.npz,d,vn/bang-chu-cai/d
fdf73caeb2,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Hoàng Anh,1778773741460,,,60,0,None,https://drive.google.com/file/d/1A8M1W5drHFQqZe1zkhU3JVQeEezo3X3d/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_fdf73caeb2.npz,,,,fdf73caeb2,7,class_d_a447f40e,sample_fdf73caeb2.npz,d,vn/bang-chu-cai/d
11f399ab60,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Trân,1778824957715,,,60,0,None,https://drive.google.com/file/d/1PFIW2zqJ3fIj2eAjDDS5xa83p_qKhUkx/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_11f399ab60.npz,https://drive.google.com/file/d/1u6PWRgYlFPmUolJG4jCQKgsmisy1zdw6/view,,2026-05-15T06:56:28.411594Z,11f399ab60,7,class_d_a447f40e,sample_11f399ab60.npz,d,vn/bang-chu-cai/d
6cb1757b17,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Tran,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_6cb1757b17.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_6cb1757b17.npz,https://drive.google.com/file/d/1YJPuX4oGhuHVdG21JLo6JpWj79NcAKGa/view,,2026-06-07T05:29:00.955318Z,6cb1757b17,7,class_d_a447f40e,sample_6cb1757b17.npz,d,vn/bang-chu-cai/d
e2fcecdf44,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Tran,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_e2fcecdf44.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_e2fcecdf44.npz,https://drive.google.com/file/d/1Qz7mEcP7FkiHn2fDS_V7SKpT-iCofa41/view,,2026-06-07T05:25:26.849532Z,e2fcecdf44,7,class_d_a447f40e,sample_e2fcecdf44.npz,d,vn/bang-chu-cai/d
188aa9e297,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/15enMAos-eQkM9TFF56jfDSGXKGdGSJUM/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_188aa9e297.npz,,,,188aa9e297,7,class_d_a447f40e,sample_188aa9e297.npz,d,vn/bang-chu-cai/d
8ca3bcaf8a,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Minh,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_8ca3bcaf8a.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_8ca3bcaf8a.npz,https://drive.google.com/file/d/1nbnho_269hO9ACCSjgOzSf9MP9JfZi0M/view,,2026-06-07T05:31:43.798647Z,8ca3bcaf8a,7,class_d_a447f40e,sample_8ca3bcaf8a.npz,d,vn/bang-chu-cai/d
310c851c7c,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Tran,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_310c851c7c.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_310c851c7c.npz,https://drive.google.com/file/d/1lkGQrkfjMCYe6aEZcQu62-oN4hTHyJfk/view,,2026-06-07T05:27:07.465998Z,310c851c7c,7,class_d_a447f40e,sample_310c851c7c.npz,d,vn/bang-chu-cai/d
d02dad1008,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Hoàng Anh,1778773741460,,,60,0,None,https://drive.google.com/file/d/14ml03MfbZj2YZP9dq5kiZi4WgxicI192/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_d02dad1008.npz,,,,d02dad1008,7,class_d_a447f40e,sample_d02dad1008.npz,d,vn/bang-chu-cai/d
747209b28e,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Tran,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_747209b28e.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_747209b28e.npz,https://drive.google.com/file/d/1rfKRwxpflqRbHshiQHnbFAYNFWBYsC8M/view,,2026-06-07T05:26:35.228804Z,747209b28e,7,class_d_a447f40e,sample_747209b28e.npz,d,vn/bang-chu-cai/d
c1d22dfe6c,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Minh,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_c1d22dfe6c.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_c1d22dfe6c.npz,https://drive.google.com/file/d/14eEDEfXS_uzMz-aOcZj-0S_GdbYhHG41/view,,2026-06-07T05:31:05.319552Z,c1d22dfe6c,7,class_d_a447f40e,sample_c1d22dfe6c.npz,d,vn/bang-chu-cai/d
76f4cd5794,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Tran,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_76f4cd5794.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_76f4cd5794.npz,https://drive.google.com/file/d/1v97c2rn7u4ikc-9ItfWJd5IruuOZLNMT/view,,2026-06-07T05:28:29.346931Z,76f4cd5794,7,class_d_a447f40e,sample_76f4cd5794.npz,d,vn/bang-chu-cai/d
04688e5915,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Tran,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_04688e5915.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_04688e5915.npz,https://drive.google.com/file/d/1vzarKINprWqx48WW7C4XIgZkzyDAH6YI/view,,2026-06-07T05:26:24.834125Z,04688e5915,7,class_d_a447f40e,sample_04688e5915.npz,d,vn/bang-chu-cai/d
822eb2ae1c,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Trân,1778824957715,,,60,0,None,https://drive.google.com/file/d/18gsFwOMNH5r6JH0j76O6uqdowoIHLMdZ/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_822eb2ae1c.npz,https://drive.google.com/file/d/1Lff60Jp8wGyEOflg9XTWS1K18D_UpKlh/view,,2026-05-15T06:56:15.045103Z,822eb2ae1c,7,class_d_a447f40e,sample_822eb2ae1c.npz,d,vn/bang-chu-cai/d
f894d1cd2e,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Hoàng Anh,1778773741460,,,60,0,None,https://drive.google.com/file/d/1p9SHHLzpg0Lik1wO0ChWsVlfutjlQyR_/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_f894d1cd2e.npz,,,,f894d1cd2e,7,class_d_a447f40e,sample_f894d1cd2e.npz,d,vn/bang-chu-cai/d
5d12a9dd6e,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Tran,1780808569903,,,60,0,None,/dataset/features/vn/bang-chu-cai/class_d_a447f40e/sample_5d12a9dd6e.npz,features/vn/bang-chu-cai/class_d_a447f40e/sample_5d12a9dd6e.npz,https://drive.google.com/file/d/1hvOV2wKF4DQa5QIcL6m-psV4DoncpNP6/view,,2026-06-07T05:28:18.626863Z,5d12a9dd6e,7,class_d_a447f40e,sample_5d12a9dd6e.npz,d,vn/bang-chu-cai/d
96e1a0a6e1,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Trân,1778824957715,,,60,0,None,https://drive.google.com/file/d/1r2_SE8ysoAnODuU2MlbS49_HjTt8shfQ/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_96e1a0a6e1.npz,https://drive.google.com/file/d/1UAKcJhkYlpT0uh1mQiXamcXjl0AN1qxr/view,,2026-05-15T06:55:43.639288Z,96e1a0a6e1,7,class_d_a447f40e,sample_96e1a0a6e1.npz,d,vn/bang-chu-cai/d
