sample_uid,class_uid,slug,label_original,language,dialect,source_type,user_id,session_id,fps_original,fps_processed,seq_len,augment_id,completeness,file_path,storage_key,storage_url,checksum,created_at,sample_id,class_idx,folder_name,file,label_slug,label_key
ce799f62ba,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Trân,1778824957715,,,60,0,None,https://drive.google.com/file/d/1t91tQix0XYvQYFaHWvF6XSv7llBMEW6h/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_ce799f62ba.npz,https://drive.google.com/file/d/1t91tQix0XYvQYFaHWvF6XSv7llBMEW6h/view,,2026-05-15T07:06:01.340021Z,ce799f62ba,12,class_d_a447f40e,sample_ce799f62ba.npz,d,vn/bang-chu-cai/d
83a9da38a6,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/1SJI5sdeOSsPNN34fT5YZHDkO2kovGtgM/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_83a9da38a6.npz,https://drive.google.com/file/d/1SJI5sdeOSsPNN34fT5YZHDkO2kovGtgM/view,,2026-05-14T15:38:04.051354Z,83a9da38a6,12,class_d_a447f40e,sample_83a9da38a6.npz,d,vn/bang-chu-cai/d
767b77dce2,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/1iHmYY1PeSj7kkk9JlXosnUbEcjOHvF3T/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_767b77dce2.npz,https://drive.google.com/file/d/1iHmYY1PeSj7kkk9JlXosnUbEcjOHvF3T/view,,2026-05-14T15:39:53.729183Z,767b77dce2,12,class_d_a447f40e,sample_767b77dce2.npz,d,vn/bang-chu-cai/d
e4754f50c6,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Hoàng Anh,1778773741460,,,60,0,None,https://drive.google.com/file/d/1nkUsJknEJp1uSWlwBy86FWoNey2St6xO/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_e4754f50c6.npz,https://drive.google.com/file/d/1nkUsJknEJp1uSWlwBy86FWoNey2St6xO/view,,2026-05-14T15:49:54.337569Z,e4754f50c6,12,class_d_a447f40e,sample_e4754f50c6.npz,d,vn/bang-chu-cai/d
d51477111c,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/178z26HU0i5cB8gg0SO3YyvHk9EsHE4FV/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_d51477111c.npz,https://drive.google.com/file/d/178z26HU0i5cB8gg0SO3YyvHk9EsHE4FV/view,,2026-05-14T15:40:09.308001Z,d51477111c,12,class_d_a447f40e,sample_d51477111c.npz,d,vn/bang-chu-cai/d
42fee3d866,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,ha,1778772990754,,,60,0,None,https://drive.google.com/file/d/14e3N4ciAGt6epoGEct97DdsZygAF-73H/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_42fee3d866.npz,https://drive.google.com/file/d/14e3N4ciAGt6epoGEct97DdsZygAF-73H/view,,2026-05-14T15:39:08.700308Z,42fee3d866,12,class_d_a447f40e,sample_42fee3d866.npz,d,vn/bang-chu-cai/d
2c037ed07c,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Hoàng Anh,1778773741460,,,60,0,None,https://drive.google.com/file/d/1XHt3PV_uwXNFnHTV6nHcK3_1v5xm5cdk/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_2c037ed07c.npz,https://drive.google.com/file/d/1XHt3PV_uwXNFnHTV6nHcK3_1v5xm5cdk/view,,2026-05-14T15:50:52.631357Z,2c037ed07c,12,class_d_a447f40e,sample_2c037ed07c.npz,d,vn/bang-chu-cai/d
822eb2ae1c,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Trân,1778824957715,,,60,0,None,https://drive.google.com/file/d/18gsFwOMNH5r6JH0j76O6uqdowoIHLMdZ/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_822eb2ae1c.npz,https://drive.google.com/file/d/18gsFwOMNH5r6JH0j76O6uqdowoIHLMdZ/view,,2026-05-15T07:06:24.217611Z,822eb2ae1c,12,class_d_a447f40e,sample_822eb2ae1c.npz,d,vn/bang-chu-cai/d
cd71cd35c5,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Hoàng Anh,1778773741460,,,60,0,None,https://drive.google.com/file/d/1RVu3MESxgzjAm5ld0jXtuAiteO4Pvdn6/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_cd71cd35c5.npz,https://drive.google.com/file/d/1RVu3MESxgzjAm5ld0jXtuAiteO4Pvdn6/view,,2026-05-14T15:51:32.760465Z,cd71cd35c5,12,class_d_a447f40e,sample_cd71cd35c5.npz,d,vn/bang-chu-cai/d
f894d1cd2e,a447f40e-4e68-42c2-b20d-08ac5b12c451,d,D,vn,bang-chu-cai,camera,Hoàng Anh,1778773741460,,,60,0,None,https://drive.google.com/file/d/1p9SHHLzpg0Lik1wO0ChWsVlfutjlQyR_/view,features/vn/bang-chu-cai/class_d_a447f40e/sample_f894d1cd2e.npz,https://drive.google.com/file/d/1p9SHHLzpg0Lik1wO0ChWsVlfutjlQyR_/view,,2026-05-14T15:50:21.644967Z,f894d1cd2e,12,class_d_a447f40e,sample_f894d1cd2e.npz,d,vn/bang-chu-cai/d
